System Name,Other Names,Bayer,Flamsteed,Variable Star Flag,Variable Type,Variable Star Designation,Constellation,Obsolete Designation,Henry Draper,Redundant HD Designation,Yale Catalogue of Bright Stars (HR),Hipparcos,Smithsonian,Other Designations,Gaia,Notes,Object Type (SIMBAD),Glat,Glon,Parallax,Spectral Type (SIMBAD),Number of Stars,Star Name 1,Star Name 2,Star Name 3,Star Name 4,System Age (Gyr),System Metallicity (dex),System Metallicity (Z),Known Exoplanets,Spectral Type 1,Spectral Type 2,Spectral Type 3,Spectral Type 4,Mass 1 (Msol),Radius 1 (Rsol),Temperature 1 (K),Mass 2 (Msol),Radius 2 (Rsol),Temperature 2 (K),Mass 3 (Msol),Radius 3 (Rsol),Temperature 3 (K),Mass 4 (Msol),Radius 4 (Rsol),Temperature 4 (K),,
Gamma-1 Velorum,,Gamma-1,,,,,Velorum,,,,HR 3206,,SAO 219501,,Gaia DR3 5519266900766220800 , ,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,Gamma-1 Velorum,, ,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},{{spectype1}}, , , ,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
Regor,,Gamma-2,,,,,Velorum,,HD 68273,,HR 3207,HIP 39953,SAO 219504,,,Wolf-Rayet Star,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,{{Starname 1}}, , , ,{{sys age}},{{dex}},{{Z}},{{exoplanets}},{{spectype1}}, , , ,{{mass1}},{{radius1}},{{temp1}},  , , , , , ,  , , , ,
Alsephina,,Delta-1,,,,,Velorum,,HD 74956,,HR 3485,HIP 42913,SAO 236232,, ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,3,Aa,Ab, , ,{{sys age}},{{dex}},{{Z}},{{exoplanets}},{{spectype1}},{{spectype2}}, , ,{{mass1}},{{radius1}},{{temp1}},{{mass2}},{{radius2}},{{temp2}},,,,, ,,,
Delta-2 Velorum,,Delta-2,,,,,Velorum,,HD 74956B,,,,,TYC 8573-3571-2,, ,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,Delta-2 Velorum,,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},F8V,,,,{{mass1}},{{radius1}},{{temp1}},{{mass2}},,,,,,,,,,
Markeb,,Kappa,,,,,Velorum,,HD 81188,,HR 3734,HIP 45941 ,SAO 236891 ,,Gaia DR3 5310393535853560576,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,2,A,B, , ,{{sys age}},{{dex}},{{Z}},{{exoplanets}},B2IV ,{{spectype2}}, , ,{{mass1}},{{radius1}},{{temp1}},{{mass2}},{{radius2}},{{temp2}}, , , , ,, , ,
Suhail,,Lambda,,,,,Velorum,,HD 78647,,HR 3634,HIP 44816,SAO 220878,, ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,Suhail, , , ,{{sys age}},{{dex}},{{Z}},{{exoplanets}},K4Ib, , , ,{{mass1}},{{radius1}},{{temp1}}, , , ,, , , , , , ,
Mu Velorum A,,Mu,,,,,Velorum,,HD 93497A,,HR 4216,HIP 52727,SAO 222321,,Gaia DR3 5361403934691772160,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,Mu Velorum A,,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},{{spectype1}}, , , ,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
Mu Velorum B,,Mu,,,,,Velorum,,HD 93497B,,,,,,Gaia DR3 5361403934681415808,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,Mu Velorum B,,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},{{spectype1}}, , , ,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
Omicron Velorum,,Omicron,,Y,Pulsating,,Velorum,,HD 74195,,HR 3447,HIP 42536,SAO 236164,,Gaia DR3 5318547273548061824,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,Omicron Velorum,,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},{{spectype1}}, , , ,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
Phi Velorum,,Phi,,,,,Velorum,,HD 86440,,HR 3940,HIP 48774,SAO 237522,,Gaia DR3 5308225539451195520,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,Phi Velorum,,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},{{spectype1}}, , , ,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
Psi Velorum A,,Psi,,,,,Velorum,,HD 82434A,,HR 3786,HIP 46651,SAO 221234,,Gaia DR3 5426587107145955712,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,Psi Velorum A,,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},{{spectype1}}, , , ,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
Psi Velorum B,,Psi,,,,,Velorum,,HD 82434B,,,,,,Gaia DR3 5426587107149861120,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,Psi Velorum B,,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},{{spectype1}}, , , ,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
Spica,,Alpha,67,,,,Virginis,,HD 116658,,HR 5056,HIP 65474,SAO 157923,, ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,2,{{Starname 1}},{{Starname 2}}, , ,0.0125,{{dex}},{{Z}}, ,B1III-IV,B2V, , ,11.43,7.47,25300,7.21,3.74,20900, ,, ,,, ,,
Zavijava,,Beta,5,,,,Virginis,,HD 102870,,HR 4540,HIP 57757,SAO 119076 ,,Gaia DR3 3796442680948579328 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,Zavijava (Beta Virginis), , , ,2.9,0.2,1.584893192,,F9V,,,,1.413,1.6981,6132,,,,,,,,,,,
Porrima,,Gamma,29,,,,Virginis,,HD 110379,,HR 4825,HIP 61941,SAO 138917 ,,Gaia DR3 3683687763520080384 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,A, , , ,{{sys age}},{{dex}},{{Z}},{{exoplanets}},{{spectype1}}, , , ,{{mass1}},{{radius1}},{{temp1}}, , , , ,, , , , , ,
Gamma Virginis B,,Gamma,29,,,,Virginis,,HD 110380,,HR 4826, , ,,Gaia DR3 3683687763520080256 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,B,, ,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},{{spectype1}}, , , ,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
Minelauva,,Delta,43,,,,Virginis,,HD 112300,,HR 4910,HIP 63090,SAO 119674 ,,Gaia DR3 3704342295607157120 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,Minelauva, , , ,{{sys age}},-0.06,{{Z}},Y,{{spectype1}}, , , ,1.19,67.4,3643, , ,, , , , , ,,,
Vindemiatrix,"Vindemiator, Almuredin, Provindemiator, Protrigetrix, Protrygetor, Alaraph",Epsilon,47,,,,Virginis,,HD 113226,,HR 4932,HIP 63608,SAO 100384 ,,Gaia DR3 3736865265441207424 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,Vindemiatrix, , , ,{{sys age}},{{dex}},{{Z}},{{exoplanets}},G8III, , , ,2.72,11.98,5020,, , , , , ,, , ,,
Heze,,Zeta,79,,,,Virginis,,HD 118098,,HR 5107,HIP 66249,SAO 139420 ,,Gaia DR3 3662636823132300032 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,2,A,B, , ,0.51,{{dex}},{{Z}}, ,A3V, , , ,2.041,2.079,8247,0.168, , , , ,, , , ,,
Zaniah,,Eta,15,,,,Virginis,,HD 107259,,HR 4689,HIP 60129,SAO 138721 ,,Gaia DR3 3695061317957036928 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,3,Aa,Ab,B, ,{{sys age}},{{dex}},{{Z}},{{exoplanets}},{{spectype1}},{{spectype2}},{{spectype3}}, ,{{mass1}},{{radius1}},{{temp1}},{{mass2}},{{radius2}},{{temp2}},{{mass3}},{{radius3}},{{temp3}}, , , ,,
Theta Virginis,,Theta,51,,,,Virginis,,HD 114330,,HR 4963,HIP 64238,SAO 139189 ,,Gaia DR3 3629615946329315456 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,3,{{Starname 1}},{{Starname 2}},{{Starname 3}},,{{sys age}},0.15,{{Z}},{{exoplanets}},{{spectype2}},{{spectype2}},{{spectype3}}, ,3.11,4.03,9600,{{mass2}},{{radius2}},{{temp2}},{{mass3}},{{radius3}},{{temp3}}, , ,,,
Syrma,,Iota,99,,,,Virginis,,HD 124850,,HR 5338,HIP 69701,SAO 139824 ,,Gaia DR3 3640828731549972480 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,2,A,B, , ,{{sys age}},{{dex}},{{Z}},{{exoplanets}},{{spectype1}},{{spectype2}}, , ,{{mass1}},{{radius1}},{{temp1}},{{mass2}},{{radius2}},{{temp2}}, , ,, , ,,,
Kang,,Kappa,98,,,,Virginis,,HD 124294,,HR 5315,HIP 69427,SAO 158427 ,,Gaia DR3 6304988355324252928 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,Kang, , , ,9.67,-0.43,{{Z}},{{exoplanets}},{{spectype1}}, , , ,{{mass1}},{{radius1}},{{temp1}}, ,, ,, , , , , ,,
Khambalia,,Lambda,100,,,,Virginis,,HD 125337,,HR 5359,HIP 69974,SAO 158489 ,,Gaia DR3 6302970476609150080 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,2,Khambalia,B, , ,0.935,0.0097,{{Z}},{{exoplanets}},A1V,A1V, , ,1.897,2.35,8280,1.721,1.84,8280,, , ,, , ,,
Mu Virginis,,Mu,107,,,,Virginis,,HD 129502,,HR 5487,HIP 71957,SAO 140090 ,,Gaia DR3 6337717036911729024 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,Mu Virginis, ,,,1.5,-0.05,{{Z}}, ,F2V, , , ,{{mass1}},1.99,6751, ,, , ,, , ,, ,,
Nu Virginis,,Nu,3,,,,Virginis,,HD 102212,,HR 4517,HIP 57380,SAO 119035 ,,Gaia DR3 3897724469419137664 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,Nu Virginis, ,,,11.69,-0.41,{{Z}}, ,M1III, , , ,0.92,54.8,3728,, ,, , , , , ,,,
Xi Virginis,,Xi,2,,,,Virginis,,HD 102124,,HR 4515,HIP 57328,SAO 119029 ,,Gaia DR3 3911736954840855168 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,Xi Virginis, ,,,0.48,{{dex}},{{Z}}, ,A4V, , , ,1.93,1.5,8172,, , , ,, , , , , ,
Omicron Virginis,,Omicron,9,,,,Virginis,,HD 104979,,HR 4608,HIP 58948,SAO 119213 ,,Gaia DR3 3905768599567468544 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,2,{{Starname 1}},{{Starname 2}},,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},{{spectype2}},{{spectype2}}, , ,{{mass1}},{{radius1}},{{temp1}},{{mass2}},{{radius2}},{{temp2}},, , , , ,,,
Pi Virginis,,Pi,8,,,,Virginis,,HD 104321,,HR 4589,HIP 58590,SAO 119164 ,,Gaia DR3 3898344284739988480 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,2,{{Starname 1}},{{Starname 2}},,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},{{spectype2}},{{spectype2}}, , ,{{mass1}},{{radius1}},{{temp1}},{{mass2}},{{radius2}},{{temp2}}, ,, , , , , ,
Rho Virginis,,Rho,30,,,,Virginis,,HD 110411,,HR 4828,HIP 61960,SAO 100211 ,,Gaia DR3 3903402278745164672 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,Rho Virginis, ,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},A0V, , , ,{{mass1}},{{radius1}},{{temp1}},, , ,, , , , , ,,
Sigma Virginis,,Sigma,60,,,,Virginis,,HD 115521,,HR 5015,HIP 64852,SAO 119855 ,,Gaia DR3 3717256094034195584 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,Sigma Virginis, ,,,{{sys age}},{{dex}},{{Z}}, ,M1III, ,, ,{{mass1}},98,3690,, , ,, , , , , , ,
Tau Virginis,,Tau,93,,,,Virginis,,HD 122408,,HR 5264,HIP 68520,SAO 120238 ,,Gaia DR3 3661266384967451520 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,Tau Virginis, ,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},A2IV/V, , , ,{{mass1}},{{radius1}},{{temp1}},, , ,, , , , , , ,
Upsilon Virginis,,Upsilon,102,,,,Virginis,,HD 125454,,HR 5366,HIP 70012,SAO 139866 ,,Gaia DR3 3646572511573604096 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,Upsilon Virginis, ,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},{{spectype2}}, ,, ,{{mass1}},{{radius1}},{{temp1}}, ,, , , ,, , , ,,
Elgafar,,Phi,105,,,,Virginis,,HD 126868,,HR 5409,HIP 70755,SAO 139951 ,,Gaia DR3 3649422995468596480 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,2,{{Starname 1}},{{Starname 2}}, , ,{{sys age}},{{dex}},{{Z}},{{exoplanets}},{{spectype1}},{{spectype2}}, , ,{{mass1}},{{radius1}},{{temp1}},{{mass2}},{{radius2}},{{temp2}}, ,, ,, , ,,
Chi Virginis,,Chi,26,,,,Virginis,,HD 110014,,HR 4813,HIP 61740,SAO 138892 ,,Gaia DR3 3676091134604409728 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,Chi Virginis, ,,,{{sys age}},{{dex}},{{Z}},Y,{{spectype2}}, , , ,{{mass1}},{{radius1}},{{temp1}}, ,, ,, , ,, , ,,
Psi Virginis,,Psi,40,,,,Virginis,,HD 112142,,HR 4902,HIP 62985,SAO 139033 ,,Gaia DR3 3626724299468272384 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,2,{{Starname 1}},{{Starname 2}},,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},{{spectype2}},{{spectype2}}, , ,{{mass1}},{{radius1}},{{temp1}},{{mass2}},{{radius2}},{{temp2}}, ,,, , ,,,
Omega Virginis,,Omega,1,,,,Virginis,,HD 101153,,HR 4483,HIP 56779,SAO 118965 ,,Gaia DR3 3910931906171050496 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,Omega Virginis, ,,, ,-0.08,{{Z}}, ,M4III, , , ,1.55,138,3400,, , ,, , , , , ,,
g Virginis,,g,,,,,Virginis,,HD 114113,,HR 4957,HIP 64122,SAO 139175,,Gaia DR3 3627706128991700480,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,{{Starname 1}}, , , ,{{sys age}},{{dex}},{{Z}},{{exoplanets}},{{spectype1}}, , , ,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
y Virginis,,y,,,,,Virginis,,,,,,,,Gaia DR3 3681156752176316928,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},{{spectype1}}, , , ,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
M Virginis,,M,,,,,Virginis,1 Serpentis,HD 132132,,HR 5573,HIP 73193,SAO 120758,,Gaia DR3 3650900223700313088,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,,M Virginis,,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},{{spectype1}},,,,,,,,,,,,,,,,,
Apamvatsa,,l,74,,,,Virginis,,HD 117675,,HR 5095,HIP 66006,SAO 139390 ,,Gaia DR3 3631753877970312576 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,Apamvatsa, , , ,{{sys age}},{{dex}},{{Z}},{{exoplanets}},{{spectype1}}, , , ,{{mass1}},{{radius1}},{{temp1}},, , , ,, , , , , ,
Maenalus,, ,109,,,,Virginis,,HD 130109,,HR 5511,HIP 72220,SAO 120648 ,,Gaia DR3 3655377057091634304 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,1,Maenalus, , , ,{{sys age}},{{dex}},{{Z}},{{exoplanets}},{{spectype1}}, , , ,{{mass1}},{{radius1}},{{temp1}},, , ,,, , ,, , ,
4 Virginis,,A-1,4,,,,Virginis,,HD 102510,,HR 4528,HIP 57562,SAO 119058 ,,Gaia DR3 3911696135471737600 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},A1V,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
6 Virginis,,A-2,6,,,,Virginis,,HD 103484,,HR 4559,HIP 58110,SAO 119111 ,,Gaia DR3 3899930845658894336 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},K0III,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
7 Virginis,,b,7,,,,Virginis,,HD 104181,,HR 4585,HIP 58510,SAO 119156 ,,Gaia DR3 3893222411684271616 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},A0V,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
10 Virginis,,,10,,,,Virginis,,HD 105639,,HR 4626,HIP 59285,SAO 119245 ,,Gaia DR3 3699664732623236992 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},K0/1III,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
11 Virginis,,,11,,,,Virginis,,HD 105702,,HR 4629,HIP 59309,SAO 119249 ,,Gaia DR3 3895370724262154240 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},kF0hF0mF5II-III,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
12 Virginis,,,12,,,,Virginis,,HD 106251,,HR 4650,HIP 59608,SAO 99997,,Gaia DR3 3906361133255335296 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},kA3hF2mF2,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
13 Virginis,,,13,,,,Virginis,,HD 107070,,HR 4681,HIP 60030,SAO 138710 ,,Gaia DR3 3698055837875063424 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},A5IV/V,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
14 Virginis,,,14,,,,Virginis,,HD 107161,,* 14 Vir ,HIP 60088,SAO 138716 ,,Gaia DR3 3581395214626357376 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},K0III,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
16 Virginis,,c,16,,,,Virginis,,HD 107328,,HR 4695,HIP 60172,SAO 119341 ,,Gaia DR3 3701693091058501504 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},K0.5IIIbFe-0.5,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
17 Virginis,,,17,,,,Virginis,,HD 107705,,HR 4708,HIP 60353,SAO 119360 ,,Gaia DR3 3900151160301345152 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},F8V,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
20 Virginis,,,20,,,,Virginis,,HD 109217,,HR 4777,HIP 61246,SAO 100146 ,,Gaia DR3 3904145441230877824 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},G8III,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
21 Virginis,,q,21,,,,Virginis,,HD 109309,,HR 4781,HIP 61318,SAO 138845 ,,Gaia DR3 3579800922766588160 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},B9V,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
25 Virginis,,f,25,,,,Virginis,,HD 109704,,HR 4799,HIP 61558,SAO 138873 ,,Gaia DR3 3679690695155684480 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},A3V,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
27 Virginis,,,27,,,,Virginis,,HD 110377,,HR 4824,HIP 61937,SAO 100207 ,,Gaia DR3 3927438771159865856 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},A6Vp,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
28 Virginis,,,28,,,,Virginis,,HD 110418,, ,HIP 61969,SAO 138920 ,,Gaia DR3 3676224347309929856 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},K5/M0III,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
31 Virginis,,d-1,31,,,,Virginis,,HD 110423,,HR 4829,HIP 61968,SAO 119538 ,,Gaia DR3 3709988940650856064 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},A2V,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
32 Virginis,,d-2,32,Y,Delta Sct,FM,Virginis,,HD 110951,,HR 4847,HIP 62267,SAO 119574 ,,Gaia DR3 3710456301812734336 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},F0IIIm,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
33 Virginis,,,33,,,,Virginis,,HD 111028,,HR 4849,HIP 62325,SAO 119580 ,,Gaia DR3 3734970154071002624 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},G9,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
34 Virginis,,,34,,,,Virginis,,HD 111164,,HR 4855,HIP 62394,SAO 100260 ,,Gaia DR3 3928063396844952704 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},A4V(n),,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
35 Virginis,, ,35,,,,Virginis,,HD 111239,,HR 4858,HIP 62443,SAO 119596 ,,Gaia DR3 3703823566636566272 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},M0/1III,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
36 Virginis,,,36,,,,Virginis,,HD 111397,,HR 4865,HIP 62541,SAO 100283 ,,Gaia DR3 3930809152255895936 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},A1V,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
37 Virginis,,,37,,,,Virginis,,HD 111765,,HR 4878,HIP 62757,SAO 119633 ,,Gaia DR3 3703004155595579008 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},K2III,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
38 Virginis,,,38,,,,Virginis,,HD 111998,,HR 4891,HIP 62875,SAO 139022 ,,Gaia DR3 3679242575447826432 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},F6V,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
39 Virginis,,,39,,,,Virginis,,HD 112036,, , ,SAO 139025 ,,Gaia DR3 3626803636103730048 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},K3III,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
41 Virginis,,,41,,,,Virginis,,HD 112097,,HR 4900,HIP 62933,SAO 100322 ,,Gaia DR3 3927976741583307264 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},kA7hF0mF0(V),,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
44 Virginis,,k,44,,,,Virginis,,HD 112846,,HR 4921,HIP 63414,SAO 139086 ,,Gaia DR3 3679035317505913216 ,spectroscopic binary,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},A3III,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
46 Virginis,,,46,,,,Virginis, ,HD 112992,,HR 4925,HIP 63494,SAO 139096 ,,Gaia DR3 3679087681747231488 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},K1III,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
48 Virginis,,,48,,,,Virginis,,HD 113459,,HR 4937,HIP 63750,SAO 139131 ,,Gaia DR2 3684306371953952896 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},A9IV,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
49 Virginis,,,49,,,,Virginis,,HD 114038,,HR 4955,HIP 64078,SAO 157739 ,,Gaia DR3 3622819624439843072 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},K0.5IIIbFe-0.5,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
50 Virginis,,,50,,,,Virginis,,HD 114287,,HR 4961,HIP 64224,SAO 157760 ,,Gaia DR3 3622861612040171264 ,,{{Otype}},{{Glat}},{{Glon}},{{Paralax}},,{{N}},{{Starname 1}},,,,{{sys age}},{{dex}},{{Z}},{{exoplanets}},K4III,,,,{{mass1}},{{radius1}},{{temp1}},,,,,,,,,,,
